epoch,step,train_accuracy_epoch,train_accuracy_step,train_loss_epoch,train_loss_step
3,251,0.8489999771118164,,0.5166163444519043,
4,254,,0.90625,,0.5673846006393433
4,259,,0.90625,,0.36636167764663696
4,264,,0.90625,,0.6031848192214966
4,269,,0.78125,,0.7861566543579102
4,274,,0.875,,0.8045245409011841
4,279,,0.8125,,0.41359975934028625
4,284,,0.875,,0.3203560709953308
4,289,,0.875,,0.4043448269367218
4,294,,0.875,,0.48244422674179077
4,299,,0.9375,,0.36489951610565186
4,304,,0.875,,0.493393212556839
4,309,,0.875,,0.42211514711380005
4,314,,0.8125,,0.6824443340301514
4,314,0.8790000081062317,,0.44908738136291504,
5,319,,0.90625,,0.38177549839019775
5,324,,0.90625,,0.4407140612602234
5,329,,0.9375,,0.20891447365283966
5,334,,0.9375,,0.4291031062602997
5,339,,0.8125,,0.7655538320541382
5,344,,0.90625,,0.348568320274353
5,349,,0.875,,0.41894006729125977
5,354,,0.875,,0.3506850600242615
5,359,,0.875,,0.37400978803634644
5,364,,0.875,,0.33322930335998535
5,369,,0.84375,,0.7716091275215149
5,374,,0.96875,,0.2291349470615387
5,377,0.8939999938011169,,0.41634392738342285,
6,379,,0.9375,,0.42112937569618225
6,384,,0.84375,,0.5402862429618835
6,389,,0.90625,,0.3910461366176605
6,394,,0.84375,,0.5651140809059143
6,399,,0.9375,,0.27301710844039917
6,404,,0.78125,,0.4204947352409363
6,409,,0.96875,,0.2260436862707138
6,414,,0.84375,,0.8114514350891113
6,419,,0.9375,,0.18065284192562103
6,424,,0.9375,,0.36970433592796326
6,429,,0.9375,,0.255575954914093
6,434,,0.875,,0.37843000888824463
6,439,,0.9375,,0.3363414406776428
6,440,0.8985000252723694,,0.38365182280540466,
7,444,,0.875,,0.39043354988098145
7,449,,0.84375,,0.34681716561317444
7,454,,0.96875,,0.25592654943466187
7,459,,0.9375,,0.4967973530292511
7,464,,0.96875,,0.22462725639343262
7,469,,0.84375,,0.875028133392334
7,474,,0.96875,,0.191478431224823
7,479,,0.96875,,0.1934463232755661
7,484,,0.875,,0.38613635301589966
7,489,,0.96875,,0.4293457269668579
7,494,,0.90625,,0.27053600549697876
7,499,,0.9375,,0.28258681297302246
7,503,0.9185000061988831,,0.3510015904903412,
8,504,,0.96875,,0.20716755092144012
8,509,,1.0,,0.1577669084072113
8,514,,0.96875,,0.22873049974441528
8,519,,0.84375,,0.4421144723892212
8,524,,0.9375,,0.437144935131073
8,529,,1.0,,0.13232548534870148
8,534,,1.0,,0.18671303987503052
8,539,,1.0,,0.16579262912273407
8,544,,0.9375,,0.15855199098587036
8,549,,0.96875,,0.43776610493659973
8,554,,0.9375,,0.4773646593093872
8,559,,0.84375,,0.6193902492523193
8,564,,0.90625,,0.2596171796321869
8,566,0.9210000038146973,,0.3315628170967102,
9,569,,0.96875,,0.23580150306224823
9,574,,0.875,,0.31104010343551636
9,579,,0.90625,,0.26055145263671875
9,584,,0.90625,,0.6171900033950806
9,589,,1.0,,0.0831841453909874
9,594,,0.9375,,0.28802552819252014
9,599,,0.875,,0.3799348473548889
9,604,,0.9375,,0.2109350860118866
9,609,,0.875,,0.46743765473365784
9,614,,0.9375,,0.17822492122650146
9,619,,0.875,,0.4641357660293579
9,624,,0.90625,,0.35626012086868286
9,629,,1.0,,0.12774789333343506
9,629,0.9240000247955322,,0.31100425124168396,
10,634,,1.0,,0.13876530528068542
10,639,,0.9375,,0.14847439527511597
10,644,,0.96875,,0.255718469619751
10,649,,1.0,,0.10677404701709747
10,654,,0.96875,,0.24063220620155334
10,659,,0.90625,,0.1823030412197113
10,664,,0.90625,,0.395876407623291
10,669,,0.75,,0.39648231863975525
10,674,,0.96875,,0.12125937640666962
10,679,,0.84375,,0.45562708377838135
10,684,,0.96875,,0.162963405251503
10,689,,0.9375,,0.4312976002693176
10,692,0.9210000038146973,,0.29459935426712036,
11,694,,0.9375,,0.23472343385219574
11,699,,0.9375,,0.16366422176361084
11,704,,1.0,,0.12392749637365341
11,709,,1.0,,0.09665067493915558
11,714,,1.0,,0.12650670111179352
11,719,,0.9375,,0.45281079411506653
11,724,,0.96875,,0.17506523430347443
11,729,,0.96875,,0.2281034290790558
11,734,,0.875,,0.3747023940086365
11,739,,0.96875,,0.13921621441841125
11,744,,0.9375,,0.17703436315059662
11,749,,0.96875,,0.24796007573604584
11,754,,0.90625,,0.349027544260025
11,755,0.940500020980835,,0.265754371881485,
12,759,,0.96875,,0.13481029868125916
12,764,,0.9375,,0.1870763748884201
12,769,,0.96875,,0.17789509892463684
12,774,,0.9375,,0.21717454493045807
12,779,,0.875,,0.3178677558898926
12,784,,0.96875,,0.0850972831249237
12,789,,0.9375,,0.19246149063110352
12,794,,0.9375,,0.2657586932182312
12,799,,0.96875,,0.20199936628341675
12,804,,0.9375,,0.5669980049133301
12,809,,0.9375,,0.2789430618286133
12,814,,0.9375,,0.23194004595279694
12,818,0.9359999895095825,,0.2626364231109619,
13,819,,0.96875,,0.1384887993335724
13,824,,0.96875,,0.1505793333053589
13,829,,1.0,,0.07416976988315582
13,834,,0.96875,,0.10436886548995972
13,839,,0.90625,,0.42622897028923035
13,844,,0.9375,,0.16237646341323853
13,849,,1.0,,0.06474176049232483
13,854,,0.90625,,0.24334032833576202
13,859,,1.0,,0.1557179093360901
13,864,,1.0,,0.09058836102485657
13,869,,0.8125,,0.6660757064819336
13,874,,0.96875,,0.2768172025680542
13,879,,0.8125,,0.3448054790496826
13,881,0.9455000162124634,,0.23612239956855774,
14,884,,0.9375,,0.23833799362182617
14,889,,1.0,,0.07499191164970398
14,894,,0.96875,,0.10694415867328644
14,899,,0.96875,,0.2576436400413513
14,904,,0.9375,,0.17852962017059326
14,909,,0.9375,,0.2422943413257599
14,914,,0.96875,,0.09674807637929916
14,919,,1.0,,0.12430844455957413
14,924,,0.9375,,0.18672290444374084
14,929,,0.9375,,0.21048200130462646
14,934,,0.9375,,0.17566494643688202
14,939,,0.96875,,0.1718769669532776
14,944,,0.75,,0.5351803302764893
14,944,0.9390000104904175,,0.23816107213497162,
15,949,,0.96875,,0.1184275895357132
15,954,,0.90625,,0.3136795461177826
15,959,,0.96875,,0.13865655660629272
15,964,,1.0,,0.058692146092653275
15,969,,0.96875,,0.13007457554340363
15,974,,0.96875,,0.17254632711410522
15,979,,0.96875,,0.1586441695690155
15,984,,0.9375,,0.3959146738052368
15,989,,0.96875,,0.14313583076000214
15,994,,1.0,,0.11149828881025314
15,999,,0.96875,,0.13349881768226624
15,1004,,0.9375,,0.22375573217868805
15,1007,0.9520000219345093,,0.2110513150691986,
16,1009,,0.9375,,0.2406301498413086
16,1014,,1.0,,0.07733729481697083
16,1019,,1.0,,0.08796088397502899
16,1024,,0.9375,,0.13416950404644012
16,1029,,0.90625,,0.36662501096725464
16,1034,,0.96875,,0.1615099161863327
16,1039,,0.90625,,0.19850724935531616
16,1044,,0.9375,,0.14665377140045166
16,1049,,0.90625,,0.4739813208580017
16,1054,,0.90625,,0.2171788513660431
16,1059,,0.96875,,0.09398196637630463
16,1064,,0.96875,,0.1101953387260437
16,1069,,0.84375,,0.4328245520591736
16,1070,0.9495000243186951,,0.19995681941509247,
17,1074,,0.96875,,0.19241118431091309
17,1079,,1.0,,0.10718008875846863
17,1084,,0.9375,,0.22353050112724304
17,1089,,0.9375,,0.2503146231174469
17,1094,,0.9375,,0.2489979863166809
17,1099,,0.90625,,0.3396551012992859
17,1104,,0.9375,,0.12122786790132523
17,1109,,0.9375,,0.11917360126972198
17,1114,,0.96875,,0.12199778854846954
17,1119,,0.90625,,0.31337225437164307
17,1124,,0.9375,,0.18535998463630676
17,1129,,1.0,,0.06457843631505966
17,1133,0.9505000114440918,,0.2018907070159912,
18,1134,,0.96875,,0.1225227415561676
18,1139,,0.96875,,0.16167235374450684
18,1144,,0.9375,,0.2228514850139618
18,1149,,1.0,,0.13085216283798218
18,1154,,0.96875,,0.1348280906677246
18,1159,,1.0,,0.06818573921918869
18,1164,,0.96875,,0.11917060613632202
18,1169,,0.96875,,0.18428948521614075
18,1174,,0.9375,,0.18836615979671478
18,1179,,0.9375,,0.22368940711021423
18,1184,,1.0,,0.09929999709129333
18,1189,,1.0,,0.11166529357433319
18,1194,,0.96875,,0.09785415232181549
18,1196,0.9614999890327454,,0.1644178181886673,
19,1199,,1.0,,0.044747963547706604
19,1204,,0.96875,,0.14248864352703094
19,1209,,0.96875,,0.16902592778205872
19,1214,,0.9375,,0.16996626555919647
19,1219,,0.9375,,0.2026238590478897
19,1224,,0.9375,,0.12206430733203888
19,1229,,1.0,,0.05490785092115402
19,1234,,0.9375,,0.12618838250637054
19,1239,,0.875,,0.32513368129730225
19,1244,,0.96875,,0.09044681489467621
19,1249,,1.0,,0.030049020424485207
19,1254,,0.9375,,0.32913267612457275
19,1259,,0.9375,,0.30427590012550354
19,1259,0.953499972820282,,0.16316558420658112,
20,1264,,0.96875,,0.13880655169487
20,1269,,1.0,,0.10375885665416718
20,1274,,0.9375,,0.1493958830833435
20,1279,,0.96875,,0.15436244010925293
20,1284,,1.0,,0.07738830149173737
20,1289,,0.90625,,0.2405490279197693
20,1294,,1.0,,0.035397425293922424
20,1299,,1.0,,0.10081616789102554
20,1304,,0.96875,,0.17915645241737366
20,1309,,0.90625,,0.27086085081100464
20,1314,,0.96875,,0.13011287152767181
20,1319,,0.96875,,0.15251681208610535
20,1322,0.9589999914169312,,0.1526457816362381,
21,1324,,1.0,,0.04263230040669441
21,1329,,1.0,,0.06879772990942001
21,1334,,0.96875,,0.12933345139026642
21,1339,,0.9375,,0.09243757277727127
21,1344,,1.0,,0.06930377334356308
21,1349,,1.0,,0.06185160577297211
21,1354,,1.0,,0.0649990439414978
21,1359,,0.9375,,0.171611487865448
21,1364,,1.0,,0.08929161727428436
21,1369,,0.9375,,0.13978588581085205
21,1374,,0.9375,,0.3628944158554077
21,1379,,0.90625,,0.40763118863105774
21,1384,,1.0,,0.07470893114805222
21,1385,0.9605000019073486,,0.1463204175233841,
22,1389,,0.9375,,0.09332650899887085
22,1394,,1.0,,0.11866680532693863
22,1399,,0.875,,0.2527077794075012
22,1404,,0.9375,,0.15715453028678894
22,1409,,0.9375,,0.13325965404510498
22,1414,,0.9375,,0.2810714542865753
22,1419,,0.96875,,0.15681767463684082
22,1424,,0.96875,,0.26506149768829346
22,1429,,1.0,,0.047431111335754395
22,1434,,1.0,,0.058063916862010956
22,1439,,1.0,,0.06226480007171631
22,1444,,0.875,,0.29597002267837524
22,1448,0.9629999995231628,,0.13443683087825775,
23,1449,,0.96875,,0.10041694343090057
23,1454,,0.9375,,0.2176247239112854
23,1459,,0.875,,0.19165891408920288
23,1464,,1.0,,0.04562092944979668
23,1469,,1.0,,0.03642640262842178
23,1474,,0.96875,,0.2698363959789276
23,1479,,0.9375,,0.2755573093891144
23,1484,,0.90625,,0.34751734137535095
23,1489,,0.96875,,0.15271714329719543
23,1494,,0.90625,,0.1533220410346985
23,1499,,0.9375,,0.12714411318302155
23,1504,,0.96875,,0.12561416625976562
23,1509,,0.96875,,0.10235333442687988
23,1511,0.9595000147819519,,0.14424960315227509,
24,1514,,0.96875,,0.0666779950261116
24,1519,,0.9375,,0.117444708943367
24,1524,,0.875,,0.18013697862625122
24,1529,,0.96875,,0.07862170785665512
24,1534,,0.96875,,0.09965735673904419
24,1539,,0.96875,,0.09623748064041138
24,1544,,0.96875,,0.07132508605718613
24,1549,,0.9375,,0.16450336575508118
24,1554,,0.9375,,0.20365861058235168
24,1559,,0.90625,,0.2858569920063019
24,1564,,0.96875,,0.09464377164840698
24,1569,,1.0,,0.05021601915359497
24,1574,,1.0,,0.09789803624153137
24,1574,0.9700000286102295,,0.1106840968132019,
25,1579,,0.96875,,0.1690395474433899
25,1584,,1.0,,0.07186464965343475
25,1589,,0.96875,,0.07220737636089325
25,1594,,1.0,,0.06830189377069473
25,1599,,0.96875,,0.10993309319019318
25,1604,,0.96875,,0.06922049820423126
25,1609,,0.90625,,0.1456291675567627
25,1614,,0.9375,,0.13472524285316467
25,1619,,0.96875,,0.08718930184841156
25,1624,,0.96875,,0.09351177513599396
25,1629,,1.0,,0.06672873347997665
25,1634,,0.96875,,0.10300344973802567
25,1637,0.9610000252723694,,0.11622679233551025,
26,1639,,1.0,,0.07965699583292007
26,1644,,0.96875,,0.1267625093460083
26,1649,,1.0,,0.09501178562641144
26,1654,,0.96875,,0.10748715698719025
26,1659,,1.0,,0.07458096742630005
26,1664,,0.96875,,0.054411500692367554
26,1669,,0.96875,,0.08108020573854446
26,1674,,0.96875,,0.2510836124420166
26,1679,,1.0,,0.054508816450834274
26,1684,,1.0,,0.04966462031006813
26,1689,,0.9375,,0.08004239946603775
26,1694,,0.96875,,0.29495859146118164
26,1699,,0.90625,,0.2851095199584961
26,1700,0.9729999899864197,,0.10554759204387665,
27,1704,,1.0,,0.05358850955963135
27,1709,,1.0,,0.05392684414982796
27,1714,,1.0,,0.06002316623926163
27,1719,,0.96875,,0.04989556223154068
27,1724,,0.96875,,0.08339054137468338
27,1729,,0.96875,,0.07305605709552765
27,1734,,0.96875,,0.11393526196479797
27,1739,,1.0,,0.020081155002117157
27,1744,,0.9375,,0.17194107174873352
27,1749,,0.9375,,0.16335654258728027
27,1754,,0.9375,,0.1301579475402832
27,1759,,0.96875,,0.12113101780414581
27,1763,0.968500018119812,,0.10371174663305283,
28,1764,,1.0,,0.04887714236974716
28,1769,,0.90625,,0.13718363642692566
28,1774,,1.0,,0.027361731976270676
28,1779,,0.875,,0.17108924686908722
28,1784,,0.96875,,0.11290926486253738
28,1789,,1.0,,0.02672712318599224
28,1794,,0.96875,,0.07525895535945892
28,1799,,1.0,,0.05168478935956955
28,1804,,0.90625,,0.1643485724925995
28,1809,,0.96875,,0.15500645339488983
28,1814,,0.96875,,0.05683392286300659
28,1819,,0.96875,,0.07968132197856903
28,1824,,0.9375,,0.13721871376037598
28,1826,0.972000002861023,,0.09318053722381592,
29,1829,,1.0,,0.042059045284986496
29,1834,,0.9375,,0.22663451731204987
29,1839,,1.0,,0.09160737693309784
29,1844,,0.96875,,0.11304821819067001
29,1849,,1.0,,0.03772496432065964
29,1854,,1.0,,0.04935727268457413
29,1859,,0.96875,,0.06223893165588379
29,1864,,0.96875,,0.13694538176059723
29,1869,,0.9375,,0.18587477505207062
29,1874,,0.96875,,0.11743056774139404
29,1879,,0.96875,,0.08667241036891937
29,1884,,1.0,,0.0561368428170681
29,1889,,1.0,,0.03724849969148636
29,1889,0.9629999995231628,,0.10680732876062393,
30,1894,,1.0,,0.04456324875354767
30,1899,,0.96875,,0.08574213832616806
30,1904,,0.96875,,0.12133213877677917
30,1909,,1.0,,0.016305632889270782
30,1914,,1.0,,0.06563614308834076
30,1919,,1.0,,0.046393632888793945
30,1924,,0.96875,,0.052342455834150314
30,1929,,0.96875,,0.14980807900428772
30,1934,,0.96875,,0.24256786704063416
30,1939,,0.96875,,0.07604090869426727
30,1944,,0.96875,,0.09614476561546326
30,1949,,0.96875,,0.1544467806816101
30,1952,0.9710000157356262,,0.09446912258863449,
31,1954,,0.96875,,0.0616527684032917
31,1959,,1.0,,0.054731614887714386
31,1964,,1.0,,0.05435431748628616
31,1969,,1.0,,0.04264993965625763
31,1974,,0.96875,,0.08216527104377747
31,1979,,0.96875,,0.048527225852012634
31,1984,,1.0,,0.040859151631593704
31,1989,,1.0,,0.04463379830121994
31,1994,,1.0,,0.024275705218315125
31,1999,,0.96875,,0.17928063869476318
31,2004,,0.96875,,0.06518737226724625
31,2009,,0.9375,,0.19768691062927246
31,2014,,0.96875,,0.07828187942504883
31,2015,0.9815000295639038,,0.07024204730987549,
32,2019,,0.96875,,0.04300747066736221
32,2024,,0.96875,,0.06808152794837952
32,2029,,0.96875,,0.08295603841543198
32,2034,,1.0,,0.01935480907559395
32,2039,,1.0,,0.06439767777919769
32,2044,,0.90625,,0.14153969287872314
32,2049,,0.96875,,0.15066006779670715
32,2054,,1.0,,0.040788814425468445
32,2059,,1.0,,0.034797877073287964
32,2064,,0.96875,,0.051302067935466766
32,2069,,1.0,,0.02606121636927128
32,2074,,0.9375,,0.14008267223834991
32,2078,0.9779999852180481,,0.08035861700773239,
33,2079,,1.0,,0.06936271488666534
33,2084,,0.9375,,0.10085444152355194
33,2089,,1.0,,0.03694552183151245
33,2094,,1.0,,0.04825418442487717
33,2099,,0.96875,,0.0502227321267128
33,2104,,1.0,,0.025862492620944977
33,2109,,0.96875,,0.06075376272201538
33,2114,,0.96875,,0.046036526560783386
33,2119,,1.0,,0.03854727745056152
33,2124,,0.9375,,0.1301654428243637
33,2129,,1.0,,0.039161961525678635
33,2134,,0.96875,,0.056985415518283844
33,2139,,0.96875,,0.10608544945716858
33,2141,0.9775000214576721,,0.07394616305828094,
34,2144,,0.96875,,0.11060813814401627
34,2149,,0.96875,,0.078105628490448
34,2154,,0.96875,,0.08286411315202713
34,2159,,1.0,,0.04405950754880905
34,2164,,0.96875,,0.12135405838489532
34,2169,,0.9375,,0.28610482811927795
34,2174,,0.90625,,0.17692357301712036
34,2179,,1.0,,0.058959610760211945
34,2184,,0.90625,,0.23863357305526733
34,2189,,1.0,,0.11599303781986237
34,2194,,0.96875,,0.08456079661846161
34,2199,,0.9375,,0.15472038090229034
34,2204,,0.9375,,0.15923500061035156
34,2204,0.9695000052452087,,0.09571485966444016,
35,2209,,1.0,,0.03468185290694237
35,2214,,1.0,,0.025584697723388672
35,2219,,0.9375,,0.12264341115951538
35,2224,,1.0,,0.06202058121562004
35,2229,,0.96875,,0.08505265414714813
35,2234,,1.0,,0.034908417612314224
35,2239,,1.0,,0.07494394481182098
35,2244,,1.0,,0.04474617913365364
35,2249,,0.96875,,0.09570074826478958
35,2254,,0.96875,,0.14083987474441528
35,2259,,1.0,,0.04893049970269203
35,2264,,0.96875,,0.1406949758529663
35,2267,0.9769999980926514,,0.079392209649086,
36,2269,,0.96875,,0.05718059092760086
36,2274,,0.96875,,0.055022839456796646
36,2279,,0.90625,,0.17995013296604156
36,2284,,0.9375,,0.20885735750198364
36,2289,,0.90625,,0.10539724677801132
36,2294,,0.96875,,0.06470464169979095
36,2299,,0.9375,,0.12638872861862183
36,2304,,0.90625,,0.16703695058822632
36,2309,,0.96875,,0.07580366730690002
36,2314,,0.96875,,0.1401912420988083
36,2319,,1.0,,0.012401029467582703
36,2324,,1.0,,0.03066146932542324
36,2329,,1.0,,0.0206455085426569
36,2330,0.9779999852180481,,0.06984030455350876,
37,2334,,1.0,,0.020917529240250587
37,2339,,1.0,,0.024321287870407104
37,2344,,1.0,,0.007866902276873589
37,2349,,1.0,,0.029039297252893448
37,2354,,1.0,,0.04002666473388672
37,2359,,1.0,,0.01662442274391651
37,2364,,0.96875,,0.09696733951568604
37,2369,,1.0,,0.04159479960799217
37,2374,,0.96875,,0.06722486019134521
37,2379,,1.0,,0.03496143966913223
37,2384,,0.96875,,0.08189594745635986
37,2389,,0.96875,,0.09444714337587357
37,2393,0.9800000190734863,,0.06450957804918289,
38,2394,,1.0,,0.016134150326251984
38,2399,,1.0,,0.01714383438229561
38,2404,,0.9375,,0.10697967559099197
38,2409,,1.0,,0.025386609137058258
38,2414,,0.875,,0.28372249007225037
38,2419,,1.0,,0.0277321208268404
38,2424,,1.0,,0.030799832195043564
38,2429,,0.96875,,0.06259437650442123
38,2434,,1.0,,0.021021928638219833
38,2439,,1.0,,0.02502763830125332
38,2444,,0.96875,,0.0768401175737381
38,2449,,0.9375,,0.14883503317832947
38,2454,,0.9375,,0.16980522871017456
38,2456,0.9775000214576721,,0.06962838768959045,
39,2459,,1.0,,0.013663561083376408
39,2464,,1.0,,0.03270049765706062
39,2469,,1.0,,0.03866911679506302
39,2474,,0.9375,,0.08430704474449158
39,2479,,1.0,,0.01968325860798359
39,2484,,1.0,,0.030270986258983612
39,2489,,0.96875,,0.06125180795788765
39,2494,,1.0,,0.037110477685928345
39,2499,,1.0,,0.011396443471312523
39,2504,,0.96875,,0.10558228939771652
39,2509,,1.0,,0.023789342492818832
39,2514,,1.0,,0.011872122064232826
39,2519,,0.9375,,0.1709076464176178
39,2519,0.9794999957084656,,0.061616525053977966,
40,2524,,1.0,,0.013267390429973602
40,2529,,1.0,,0.047512203454971313
40,2534,,1.0,,0.02370939403772354
40,2539,,1.0,,0.018596462905406952
40,2544,,1.0,,0.055788807570934296
40,2549,,1.0,,0.036411102861166
40,2554,,1.0,,0.04882802814245224
40,2559,,0.9375,,0.11514453589916229
40,2564,,1.0,,0.03399602696299553
40,2569,,1.0,,0.039548177272081375
40,2574,,1.0,,0.041955430060625076
40,2579,,0.90625,,0.16260279715061188
40,2582,0.9854999780654907,,0.05548451095819473,
41,2584,,1.0,,0.027952201664447784
41,2589,,1.0,,0.019400356337428093
41,2594,,0.96875,,0.06765617430210114
41,2599,,0.96875,,0.0897936224937439
41,2604,,1.0,,0.046759720891714096
41,2609,,1.0,,0.0482538565993309
41,2614,,1.0,,0.02603333629667759
41,2619,,1.0,,0.013608815148472786
41,2624,,0.90625,,0.270384818315506
41,2629,,0.96875,,0.0971677377820015
41,2634,,1.0,,0.04198446869850159
41,2639,,0.96875,,0.048125259578228
41,2644,,0.96875,,0.23795121908187866
41,2645,0.9810000061988831,,0.06351850926876068,
42,2649,,0.96875,,0.08809862285852432
42,2654,,1.0,,0.02471989393234253
42,2659,,1.0,,0.01689814403653145
42,2664,,0.96875,,0.07820875197649002
42,2669,,0.96875,,0.052783720195293427
42,2674,,0.96875,,0.0472884327173233
42,2679,,1.0,,0.04461028426885605
42,2684,,1.0,,0.030735429376363754
42,2689,,1.0,,0.03980012983083725
42,2694,,1.0,,0.054451823234558105
42,2699,,1.0,,0.024728376418352127
42,2704,,0.96875,,0.08473734557628632
42,2708,0.9815000295639038,,0.06416188925504684,
43,2709,,0.9375,,0.09245717525482178
43,2714,,1.0,,0.012487782165408134
43,2719,,1.0,,0.007165128365159035
43,2724,,0.96875,,0.11534961313009262
43,2729,,0.96875,,0.05761577561497688
43,2734,,0.96875,,0.03372318670153618
43,2739,,0.96875,,0.071365125477314
43,2744,,1.0,,0.0473671592772007
43,2749,,0.9375,,0.09891284257173538
43,2754,,1.0,,0.046719785779714584
43,2759,,1.0,,0.020672455430030823
43,2764,,1.0,,0.04287812113761902
43,2769,,0.96875,,0.08133628219366074
43,2771,0.9789999723434448,,0.06266037374734879,
44,2774,,1.0,,0.037029929459095
44,2779,,0.96875,,0.08218447118997574
44,2784,,0.96875,,0.060223035514354706
44,2789,,0.96875,,0.10310396552085876
44,2794,,1.0,,0.012019563466310501
44,2799,,1.0,,0.033144760876894
44,2804,,1.0,,0.024064883589744568
44,2809,,1.0,,0.04277627542614937
44,2814,,1.0,,0.029575705528259277
44,2819,,1.0,,0.0357431098818779
44,2824,,0.96875,,0.05181637406349182
44,2829,,1.0,,0.02164825052022934
44,2834,,1.0,,0.021290205419063568
44,2834,0.987500011920929,,0.044701408594846725,
45,2839,,1.0,,0.00995692890137434
45,2844,,0.9375,,0.12299558520317078
45,2849,,1.0,,0.03483491390943527
45,2854,,1.0,,0.00598248653113842
45,2859,,0.96875,,0.05794937536120415
45,2864,,1.0,,0.024665826931595802
45,2869,,0.96875,,0.08351899683475494
45,2874,,1.0,,0.021262913942337036
45,2879,,0.96875,,0.05485878512263298
45,2884,,1.0,,0.007829885929822922
45,2889,,0.9375,,0.11581727862358093
45,2894,,1.0,,0.013978867791593075
45,2897,0.984000027179718,,0.049359988421201706,
46,2899,,1.0,,0.03848663717508316
46,2904,,0.96875,,0.052828531712293625
46,2909,,1.0,,0.07930468767881393
46,2914,,1.0,,0.018528282642364502
46,2919,,1.0,,0.008849537931382656
46,2924,,0.96875,,0.12050066143274307
46,2929,,1.0,,0.01873147487640381
46,2934,,0.96875,,0.10439920425415039
46,2939,,0.96875,,0.054882317781448364
46,2944,,0.96875,,0.08495213091373444
46,2949,,1.0,,0.04950481653213501
46,2954,,0.9375,,0.12061053514480591
46,2959,,0.9375,,0.0722011849284172
46,2960,0.9785000085830688,,0.06188865751028061,
47,2964,,1.0,,0.02131488174200058
47,2969,,0.96875,,0.08856144547462463
47,2974,,0.9375,,0.15798911452293396
47,2979,,0.96875,,0.04142557457089424
47,2984,,0.96875,,0.09349172562360764
47,2989,,0.9375,,0.07920853793621063
47,2994,,1.0,,0.024645812809467316
47,2999,,1.0,,0.03532518446445465
47,3004,,1.0,,0.008573096245527267
47,3009,,1.0,,0.01140673365443945
47,3014,,1.0,,0.03273358941078186
47,3019,,1.0,,0.04186117649078369
47,3023,0.984499990940094,,0.051064442843198776,
48,3024,,1.0,,0.04386652633547783
48,3029,,1.0,,0.03392362222075462
48,3034,,1.0,,0.013308582827448845
48,3039,,0.96875,,0.08781831711530685
48,3044,,1.0,,0.02585412561893463
48,3049,,1.0,,0.005832437425851822
48,3054,,0.96875,,0.08523038029670715
48,3059,,1.0,,0.033091649413108826
48,3064,,0.9375,,0.18934312462806702
48,3069,,1.0,,0.043768059462308884
48,3074,,1.0,,0.02569502778351307
48,3079,,1.0,,0.019657930359244347
48,3084,,0.9375,,0.23785023391246796
48,3086,0.9804999828338623,,0.06164821982383728,
49,3089,,1.0,,0.01518704928457737
49,3094,,1.0,,0.009070087224245071
49,3099,,0.96875,,0.035055845975875854
49,3104,,0.96875,,0.05960528180003166
49,3109,,1.0,,0.053195398300886154
49,3114,,1.0,,0.02336786687374115
49,3119,,0.9375,,0.1134210079908371
49,3124,,1.0,,0.008654198609292507
49,3129,,1.0,,0.033827025443315506
49,3134,,1.0,,0.017552437260746956
