epoch,step,train_accuracy_epoch,train_accuracy_step,train_loss_epoch,train_loss_step
0,4,,0.125,,1.6044886112213135
0,9,,0.28125,,1.5827977657318115
0,14,,0.3125,,1.5707428455352783
0,19,,0.40625,,1.5640532970428467
0,24,,0.46875,,1.5298305749893188
0,29,,0.4375,,1.5210587978363037
0,34,,0.375,,1.498882532119751
0,39,,0.4375,,1.4988682270050049
0,44,,0.5,,1.4339362382888794
0,49,,0.625,,1.3851473331451416
0,54,,0.46875,,1.4254049062728882
0,59,,0.5625,,1.3294316530227661
0,62,0.4165000021457672,,1.4937587976455688,
1,64,,0.5,,1.2907171249389648
1,69,,0.71875,,1.224443793296814
1,74,,0.59375,,1.193856954574585
1,79,,0.84375,,1.0793659687042236
1,84,,0.6875,,1.0165786743164062
1,89,,0.71875,,0.9691677689552307
1,94,,0.6875,,0.9427918195724487
1,99,,0.6875,,1.121295690536499
1,104,,0.71875,,0.8639553785324097
1,109,,0.75,,0.8876811265945435
1,114,,0.78125,,0.780046820640564
1,119,,0.625,,0.8026523590087891
1,124,,0.71875,,0.8682652115821838
1,125,0.6990000009536743,,1.0011111497879028,
2,129,,0.8125,,0.5987071990966797
2,134,,0.75,,0.6833062767982483
2,139,,0.8125,,0.5917302370071411
2,144,,0.8125,,0.5373792052268982
2,149,,0.90625,,0.5609737634658813
2,154,,0.75,,0.6614654064178467
2,159,,0.90625,,0.4159103333950043
2,164,,0.6875,,0.7356681823730469
2,169,,0.75,,0.6661883592605591
2,174,,0.8125,,0.6936842203140259
2,179,,0.78125,,0.5681004524230957
2,184,,0.875,,0.38172054290771484
2,188,0.8115000128746033,,0.6267514228820801,
3,189,,0.90625,,0.569010317325592
3,194,,0.78125,,0.500216007232666
3,199,,0.71875,,0.5999976396560669
3,204,,0.875,,0.45620203018188477
3,209,,0.84375,,0.7691203355789185
3,214,,0.90625,,0.4334897994995117
3,219,,0.78125,,0.7007465958595276
3,224,,0.78125,,0.7380938529968262
3,229,,0.84375,,0.36339572072029114
3,234,,0.875,,0.6346359252929688
3,239,,0.84375,,0.5230425596237183
3,244,,0.875,,0.4173751175403595
3,249,,0.90625,,0.5107928514480591
3,251,0.8579999804496765,,0.49587738513946533,
4,254,,0.9375,,0.4342844784259796
4,259,,0.96875,,0.2587159276008606
4,264,,0.84375,,0.6838464736938477
4,269,,0.8125,,0.75300133228302
4,274,,0.78125,,0.9318631291389465
4,279,,0.9375,,0.34520280361175537
4,284,,0.9375,,0.26937535405158997
4,289,,0.8125,,0.39450958371162415
4,294,,0.9375,,0.36488449573516846
4,299,,0.84375,,0.41251787543296814
4,304,,0.90625,,0.5216647386550903
4,309,,0.9375,,0.4739905595779419
4,314,,0.875,,0.6828340291976929
4,314,0.8880000114440918,,0.4331914484500885,
5,319,,0.90625,,0.4346223771572113
5,324,,0.90625,,0.46474459767341614
5,329,,0.9375,,0.23677965998649597
5,334,,0.96875,,0.36403241753578186
5,339,,0.84375,,0.8500344753265381
5,344,,0.9375,,0.2829034924507141
5,349,,0.96875,,0.2507097125053406
5,354,,0.90625,,0.2879444658756256
5,359,,0.90625,,0.3914196491241455
5,364,,1.0,,0.16241243481636047
5,369,,0.8125,,0.771812915802002
5,374,,0.84375,,0.3267536461353302
5,377,0.8960000276565552,,0.4052790105342865,
6,379,,0.96875,,0.3779090642929077
6,384,,0.90625,,0.45469310879707336
6,389,,0.9375,,0.3204171359539032
6,394,,0.90625,,0.5311145782470703
6,399,,0.96875,,0.2098294049501419
6,404,,0.96875,,0.32029151916503906
6,409,,0.90625,,0.2688046097755432
6,414,,0.84375,,0.6643433570861816
6,419,,1.0,,0.12819762527942657
6,424,,0.9375,,0.3062009811401367
6,429,,0.9375,,0.26418447494506836
6,434,,0.9375,,0.4525659680366516
6,439,,0.84375,,0.46880289912223816
6,440,0.9129999876022339,,0.3613971471786499,
7,444,,0.96875,,0.3143281042575836
7,449,,0.84375,,0.35464397072792053
7,454,,0.96875,,0.19891008734703064
7,459,,0.96875,,0.4783274531364441
7,464,,1.0,,0.22213071584701538
7,469,,0.71875,,0.8008444905281067
7,474,,0.84375,,0.29278963804244995
7,479,,0.90625,,0.18535135686397552
7,484,,0.90625,,0.4361812472343445
7,489,,0.90625,,0.4731820821762085
7,494,,0.96875,,0.19369882345199585
7,499,,0.9375,,0.26612624526023865
7,503,0.9114999771118164,,0.3487890362739563,
8,504,,0.9375,,0.2851363718509674
8,509,,1.0,,0.15320521593093872
8,514,,0.96875,,0.2956658601760864
